"Date (UTC)","Timestamp (UTC)",">88k","86-88k","84-86k","82-84k","80-82k","78-80k","<78k"
"03-03-2025 06:00","1740981604","0.81","0.085","0.042","0.021","0.013","0.014","0.024"
"03-03-2025 07:00","1740985204","0.74","0.115","0.0445","0.024","0.0235","0.017","0.0305"
"03-03-2025 08:00","1740988805","0.775","0.1","0.0485","0.041","0.0245","0.0145","0.031"
"03-03-2025 09:00","1740992404","0.735","0.105","0.048","0.0325","0.0295","0.0135","0.035"
"03-03-2025 10:00","1740996004","0.745","0.1","0.051","0.032","0.026","0.0115","0.0355"
"03-03-2025 11:00","1740999604","0.755","0.105","0.0455","0.034","0.0265","0.0145","0.0345"
"03-03-2025 12:00","1741003205","0.78","0.095","0.0405","0.0285","0.0145","0.0115","0.029"
"03-03-2025 13:00","1741006804","0.79","0.095","0.042","0.0245","0.0155","0.011","0.0185"
"03-03-2025 14:00","1741010404","0.82","0.085","0.0295","0.027","0.013","0.0115","0.02"
"03-03-2025 15:00","1741014004","0.605","0.15","0.068","0.0475","0.0235","0.022","0.038"
"03-03-2025 16:00","1741017604","0.635","0.14","0.0685","0.0475","0.0235","0.0215","0.0335"
"03-03-2025 17:00","1741021204","0.65","0.135","0.0835","0.057","0.024","0.022","0.0335"
"03-03-2025 18:00","1741024804","0.655","0.13","0.068","0.058","0.0285","0.0315","0.0295"
"03-03-2025 19:00","1741028404","0.455","0.16","0.1325","0.0835","0.0545","0.046","0.075"
"03-03-2025 20:00","1741032004","0.345","0.135","0.141","0.114","0.09","0.0705","0.11"
"03-03-2025 21:00","1741035605","0.38","0.135","0.1355","0.11","0.089","0.074","0.104"
"03-03-2025 22:00","1741039204","0.335","0.14","0.143","0.1095","0.09","0.0725","0.1175"
"03-03-2025 23:00","1741042804","0.43","0.14","0.1365","0.1065","0.084","0.053","0.0855"
"03-04-2025 00:00","1741046405","0.395","0.14","0.1315","0.1045","0.069","0.0585","0.101"
"03-04-2025 01:00","1741050004","0.385","0.14","0.1345","0.117","0.094","0.039","0.0965"
"03-04-2025 02:00","1741053605","0.245","0.125","0.1285","0.1245","0.112","0.089","0.197"
"03-04-2025 03:00","1741057205","0.28","0.105","0.119","0.1325","0.1095","0.091","0.17"
"03-04-2025 04:00","1741060804","0.275","0.11","0.115","0.139","0.1175","0.0955","0.1645"
"03-04-2025 05:00","1741064405","0.225","0.11","0.1175","0.1395","0.1185","0.0955","0.167"
"03-04-2025 06:00","1741068005","0.26","0.115","0.1245","0.1395","0.115","0.097","0.1245"
"03-04-2025 07:00","1741071605","0.23","0.14","0.136","0.1495","0.134","0.097","0.1425"
"03-04-2025 08:00","1741075204","0.19","0.125","0.1365","0.1405","0.1415","0.0995","0.1665"
"03-04-2025 09:00","1741078805","0.25","0.135","0.1305","0.128","0.136","0.0945","0.15"
"03-04-2025 10:00","1741082405","0.24","0.125","0.1295","0.1435","0.129","0.096","0.1545"
"03-04-2025 11:00","1741086005","0.265","0.125","0.1255","0.1435","0.125","0.084","0.15"
"03-04-2025 12:00","1741089605","0.26","0.125","0.1285","0.144","0.121","0.0885","0.1505"
"03-04-2025 13:00","1741093205","0.255","0.125","0.1285","0.1425","0.121","0.093","0.158"
"03-04-2025 14:00","1741096805","0.205","0.11","0.1085","0.1445","0.129","0.0915","0.209"
"03-04-2025 15:00","1741100405","0.215","0.115","0.114","0.1305","0.1085","0.0965","0.1965"
"03-04-2025 16:00","1741104005","0.205","0.11","0.114","0.1405","0.1125","0.1185","0.216"
"03-04-2025 17:00","1741107605","0.235","0.11","0.117","0.138","0.1245","0.1105","0.172"
"03-04-2025 18:00","1741111205","0.33","0.12","0.1235","0.1275","0.0925","0.0725","0.1125"
"03-04-2025 19:00","1741114805","0.42","0.145","0.1295","0.1085","0.068","0.058","0.0825"
"03-04-2025 20:00","1741118405","0.53","0.14","0.108","0.078","0.032","0.0255","0.0715"
"03-04-2025 21:00","1741122005","0.425","0.145","0.118","0.0915","0.0575","0.04","0.0845"
"03-04-2025 22:00","1741125605","0.465","0.145","0.1185","0.0865","0.0455","0.0315","0.0725"
"03-04-2025 23:00","1741129205","0.455","0.145","0.1195","0.081","0.0435","0.037","0.0645"
"03-05-2025 00:00","1741132804","0.445","0.145","0.1295","0.1065","0.053","0.0495","0.0675"
"03-05-2025 01:00","1741136404","0.405","0.155","0.137","0.113","0.0615","0.05","0.0755"
"03-05-2025 02:00","1741140005","0.475","0.155","0.1265","0.0925","0.0515","0.0355","0.059"
"03-05-2025 03:00","1741143605","0.465","0.155","0.121","0.0985","0.0525","0.036","0.0535"
"03-05-2025 04:00","1741147205","0.405","0.17","0.142","0.0995","0.052","0.0335","0.053"
"03-05-2025 05:00","1741150805","0.405","0.205","0.151","0.1065","0.065","0.037","0.0535"
"03-05-2025 06:00","1741154405","0.425","0.205","0.14","0.09","0.055","0.0375","0.0535"
"03-05-2025 07:00","1741158005","0.465","0.205","0.128","0.087","0.0405","0.0305","0.046"
"03-05-2025 08:00","1741161605","0.48","0.185","0.1285","0.086","0.0365","0.029","0.0485"
"03-05-2025 09:00","1741165205","0.485","0.185","0.1235","0.0865","0.0315","0.0275","0.0395"
"03-05-2025 10:00","1741168804","0.545","0.175","0.1175","0.067","0.048","0.018","0.0355"
"03-05-2025 11:00","1741172405","0.65","0.155","0.0845","0.0505","0.0325","0.0235","0.027"
"03-05-2025 12:00","1741176004","0.64","0.145","0.083","0.0515","0.032","0.0155","0.0265"
"03-05-2025 13:00","1741179604","0.685","0.125","0.067","0.0515","0.031","0.0125","0.0275"
"03-05-2025 14:00","1741183204","0.605","0.155","0.0845","0.0515","0.0285","0.0125","0.031"
"03-05-2025 15:00","1741186804","0.53","0.175","0.1085","0.0745","0.0445","0.0155","0.0375"
"03-05-2025 16:00","1741190405","0.545","0.175","0.111","0.0755","0.0445","0.0305","0.0375"
"03-05-2025 17:00","1741194005","0.585","0.165","0.1","0.048","0.042","0.0255","0.0355"
"03-05-2025 18:00","1741197604","0.65","0.15","0.081","0.0495","0.0225","0.017","0.032"
"03-05-2025 19:00","1741201204","0.655","0.16","0.0835","0.0515","0.018","0.0165","0.0305"
"03-05-2025 20:00","1741204805","0.66","0.15","0.0885","0.0385","0.0215","0.017","0.029"
"03-05-2025 21:00","1741208405","0.725","0.135","0.0605","0.0375","0.014","0.014","0.026"
"03-05-2025 22:00","1741212005","0.725","0.135","0.058","0.0315","0.013","0.0115","0.0225"
"03-05-2025 23:00","1741215605","0.73","0.14","0.0525","0.036","0.0115","0.0125","0.015"
"03-06-2025 00:00","1741219205","0.74","0.125","0.063","0.0465","0.0175","0.0155","0.016"
"03-06-2025 01:00","1741222805","0.695","0.14","0.0805","0.0375","0.0125","0.011","0.012"
"03-06-2025 02:00","1741226404","0.765","0.1","0.0505","0.0355","0.012","0.0055","0.012"
"03-06-2025 03:00","1741230005","0.805","0.09","0.0405","0.0365","0.012","0.0055","0.0055"
"03-06-2025 04:00","1741233605","0.795","0.095","0.041","0.0365","0.0125","0.0055","0.0055"
"03-06-2025 05:00","1741237205","0.835","0.07","0.015","0.032","0.014","0.0085","0.007"
"03-06-2025 06:00","1741240804","0.83","0.07","0.021","0.032","0.0185","0.0105","0.008"
"03-06-2025 07:00","1741244404","0.825","0.08","0.025","0.026","0.0175","0.0095","0.0035"
"03-06-2025 08:00","1741248004","0.79","0.095","0.029","0.024","0.0175","0.0105","0.0045"
"03-06-2025 09:00","1741251604","0.795","0.095","0.031","0.0215","0.018","0.009","0.0025"
"03-06-2025 10:00","1741255205","0.765","0.12","0.042","0.0245","0.018","0.008","0.005"
"03-06-2025 11:00","1741258805","0.79","0.09","0.0325","0.023","0.017","0.0065","0.0025"
"03-06-2025 12:00","1741262405","0.8","0.095","0.031","0.028","0.019","0.008","0.0045"
"03-06-2025 13:00","1741266005","0.715","0.145","0.07","0.056","0.024","0.007","0.006"
"03-06-2025 14:00","1741269605","0.645","0.145","0.084","0.039","0.024","0.0045","0.0075"
"03-06-2025 15:00","1741273204","0.675","0.155","0.0735","0.038","0.0215","0.007","0.0085"
"03-06-2025 16:00","1741276804","0.77","0.105","0.044","0.0385","0.0165","0.0045","0.0055"
"03-06-2025 17:00","1741280404","0.63","0.17","0.078","0.039","0.0165","0.0195","0.0165"
"03-06-2025 18:00","1741284005","0.575","0.215","0.1135","0.053","0.0195","0.0095","0.017"
"03-06-2025 19:00","1741287605","0.56","0.22","0.126","0.044","0.0175","0.0215","0.017"
"03-06-2025 20:00","1741291205","0.57","0.21","0.1105","0.043","0.017","0.0075","0.0085"
"03-06-2025 21:00","1741294805","0.63","0.185","0.0815","0.047","0.0175","0.007","0.0095"
"03-06-2025 22:00","1741298404","0.675","0.175","0.085","0.0475","0.017","0.005","0.007"
"03-06-2025 23:00","1741302005","0.745","0.135","0.06","0.022","0.011","0.004","0.007"
"03-07-2025 00:00","1741305605","0.73","0.155","0.068","0.034","0.0135","0.006","0.0065"
"03-07-2025 01:00","1741309205","0.235","0.225","0.196","0.1575","0.0885","0.051","0.055"
"03-07-2025 02:00","1741312805","0.56","0.205","0.1055","0.0585","0.037","0.0375","0.0225"
"03-07-2025 03:00","1741316405","0.425","0.285","0.154","0.039","0.048","0.0375","0.025"
"03-07-2025 04:00","1741320005","0.37","0.28","0.1725","0.066","0.056","0.0335","0.0245"
"03-07-2025 05:00","1741323605","0.45","0.285","0.1295","0.0655","0.048","0.024","0.027"
"03-07-2025 06:00","1741327204","0.54","0.265","0.0875","0.057","0.041","0.0145","0.0175"
"03-07-2025 07:00","1741330805","0.545","0.275","0.0865","0.031","0.0155","0.0055","0.014"
"03-07-2025 08:00","1741334404","0.565","0.29","0.0785","0.029","0.0235","0.013","0.015"
"03-07-2025 09:00","1741338005","0.57","0.26","0.0575","0.024","0.0195","0.0095","0.0125"
"03-07-2025 10:00","1741341605","0.655","0.195","0.0915","0.0315","0.015","0.004","0.014"
"03-07-2025 11:00","1741345204","0.71","0.165","0.0345","0.0355","0.012","0.0045","0.0065"
"03-07-2025 12:00","1741348804","0.675","0.215","0.0445","0.037","0.013","0.0095","0.0105"
"03-07-2025 13:00","1741352405","0.705","0.215","0.0435","0.0275","0.015","0.0095","0.006"
"03-07-2025 14:00","1741356005","0.765","0.155","0.017","0.0105","0.0125","0.0085","0.0045"
"03-07-2025 15:00","1741359605","0.94","0.0395","0.004","0.008","0.002","0.0075","0.0005"
"03-07-2025 16:00","1741363205","0.6495","0.305","0.0365","0.014","0.009","0.0035","0.0005"
"03-07-2025 17:00","1741366805","0.001","0.9995","0.001","0.0005","0.0005","0.0005","0.0005"
"03-07-2025 18:00","1741370405","0.0005","0.9995","0.0005","0.0005","0.0005","0.0005","0.0005"
"03-07-2025 19:00","1741374005","0.0005","0.9995","0.0005","0.0005","0.0005","0.0005","0.0005"
"03-07-2025 20:00","1741377604","0.0005","0.9995","0.0005","0.0005","0.0005","0.0005","0.0005"
