timestamp,timestamp_iso,asset,spot,strike,option_type,expiry_ts,expiry_iso,underlying_price,iv_pct,barrier_prob,n_points
1754668306,2025-08-08T15:51:46+00:00,BTC,116123.39,95000.0,put,1756454400,2025-08-29T08:00:00+00:00,116684.43,45.85,0.06749942452759594,1
1754668306,2025-08-08T15:51:46+00:00,BTC,116123.39,100000.0,put,1756454400,2025-08-29T08:00:00+00:00,116684.43,40.82,0.12280267452046165,1
1754668306,2025-08-08T15:51:46+00:00,BTC,116123.39,105000.0,put,1756454400,2025-08-29T08:00:00+00:00,116683.33,36.4,0.23688416915141747,1
1754668306,2025-08-08T15:51:46+00:00,BTC,116123.39,110000.0,put,1756454400,2025-08-29T08:00:00+00:00,116683.33,32.92,0.4661569363287423,1
1754668306,2025-08-08T15:51:46+00:00,BTC,116123.39,118000.0,call,1756454400,2025-08-29T08:00:00+00:00,116683.33,30.79,0.8732710903688161,1
1754668306,2025-08-08T15:51:46+00:00,BTC,116123.39,120000.0,call,1756454400,2025-08-29T08:00:00+00:00,116684.43,30.81,0.692381569090875,1
1754668306,2025-08-08T15:51:46+00:00,BTC,116123.39,125000.0,call,1756454400,2025-08-29T08:00:00+00:00,116683.33,31.63,0.3478982005712946,1
1754668306,2025-08-08T15:51:46+00:00,BTC,116123.39,130000.0,call,1756454400,2025-08-29T08:00:00+00:00,116683.33,33.13,0.1612883725105344,1
1754668306,2025-08-08T15:51:46+00:00,BTC,116123.39,135000.0,call,1756454400,2025-08-29T08:00:00+00:00,116683.33,35.34,0.07699096048168005,1
1754668306,2025-08-08T15:51:46+00:00,BTC,116123.39,150000.0,call,1756454400,2025-08-29T08:00:00+00:00,116684.43,44.43,0.015411777376388075,1
1754668311,2025-08-08T15:51:51+00:00,BTC,116120.17,95000.0,put,1756454400,2025-08-29T08:00:00+00:00,116679.18,45.85,0.06756030124524388,2
1754668311,2025-08-08T15:51:51+00:00,BTC,116120.17,100000.0,put,1756454400,2025-08-29T08:00:00+00:00,116679.18,40.82,0.12291336254104498,2
1754668311,2025-08-08T15:51:51+00:00,BTC,116120.17,105000.0,put,1756454400,2025-08-29T08:00:00+00:00,116683.42,36.4,0.23688041339374696,2
1754668311,2025-08-08T15:51:51+00:00,BTC,116120.17,110000.0,put,1756454400,2025-08-29T08:00:00+00:00,116681.85,32.92,0.46625380538117495,2
1754668311,2025-08-08T15:51:51+00:00,BTC,116120.17,118000.0,call,1756454400,2025-08-29T08:00:00+00:00,116679.17,30.78,0.8728344485692886,3
1754668311,2025-08-08T15:51:51+00:00,BTC,116120.17,120000.0,call,1756454400,2025-08-29T08:00:00+00:00,116683.42,30.81,0.6922920360059319,2
1754668311,2025-08-08T15:51:51+00:00,BTC,116120.17,125000.0,call,1756454400,2025-08-29T08:00:00+00:00,116681.85,31.63,0.34781025871411886,2
1754668311,2025-08-08T15:51:51+00:00,BTC,116120.17,130000.0,call,1756454400,2025-08-29T08:00:00+00:00,116681.85,33.13,0.16123974261079524,2
1754668311,2025-08-08T15:51:51+00:00,BTC,116120.17,135000.0,call,1756454400,2025-08-29T08:00:00+00:00,116681.85,35.34,0.07696545604973537,2
1754668311,2025-08-08T15:51:51+00:00,BTC,116120.17,150000.0,call,1756454400,2025-08-29T08:00:00+00:00,116679.18,44.43,0.015393575248041535,2
1754668317,2025-08-08T15:51:57+00:00,BTC,116117.1,95000.0,put,1756454400,2025-08-29T08:00:00+00:00,116679.89,45.85,0.06755162752973717,3
1754668317,2025-08-08T15:51:57+00:00,BTC,116117.1,100000.0,put,1756454400,2025-08-29T08:00:00+00:00,116679.89,40.82,0.12289779271887105,3
1754668317,2025-08-08T15:51:57+00:00,BTC,116117.1,105000.0,put,1756454400,2025-08-29T08:00:00+00:00,116679.16,36.4,0.23704408897711066,7
1754668317,2025-08-08T15:51:57+00:00,BTC,116117.1,110000.0,put,1756454400,2025-08-29T08:00:00+00:00,116679.13,32.92,0.4664313004184188,5
1754668317,2025-08-08T15:51:57+00:00,BTC,116117.1,118000.0,call,1756454400,2025-08-29T08:00:00+00:00,116678.32,30.78,0.8727530956886573,5
1754668317,2025-08-08T15:51:57+00:00,BTC,116117.1,120000.0,call,1756454400,2025-08-29T08:00:00+00:00,116678.33,30.81,0.6918410456769988,5
1754668317,2025-08-08T15:51:57+00:00,BTC,116117.1,125000.0,call,1756454400,2025-08-29T08:00:00+00:00,116679.13,31.63,0.3476481087182779,5
1754668317,2025-08-08T15:51:57+00:00,BTC,116117.1,130000.0,call,1756454400,2025-08-29T08:00:00+00:00,116679.13,33.13,0.16114969847751212,5
1754668317,2025-08-08T15:51:57+00:00,BTC,116117.1,135000.0,call,1756454400,2025-08-29T08:00:00+00:00,116678.32,35.34,0.07690447279838808,4
1754668317,2025-08-08T15:51:57+00:00,BTC,116117.1,150000.0,call,1756454400,2025-08-29T08:00:00+00:00,116679.89,44.43,0.015395885767762692,3
1754668322,2025-08-08T15:52:02+00:00,BTC,116112.21,95000.0,put,1756454400,2025-08-29T08:00:00+00:00,116677.84,45.85,0.06757517954334032,4
1754668322,2025-08-08T15:52:02+00:00,BTC,116112.21,100000.0,put,1756454400,2025-08-29T08:00:00+00:00,116676.87,40.82,0.12296113462514463,4
1754668322,2025-08-08T15:52:02+00:00,BTC,116112.21,105000.0,put,1756454400,2025-08-29T08:00:00+00:00,116676.87,36.39,0.23699696060435724,9
1754668322,2025-08-08T15:52:02+00:00,BTC,116112.21,110000.0,put,1756454400,2025-08-29T08:00:00+00:00,116672.52,32.92,0.4668647020966477,6
1754668322,2025-08-08T15:52:02+00:00,BTC,116112.21,118000.0,call,1756454400,2025-08-29T08:00:00+00:00,116676.76,30.78,0.8726039047512928,8
1754668322,2025-08-08T15:52:02+00:00,BTC,116112.21,120000.0,call,1756454400,2025-08-29T08:00:00+00:00,116676.87,30.81,0.6917115693472454,6
1754668322,2025-08-08T15:52:02+00:00,BTC,116112.21,125000.0,call,1756454400,2025-08-29T08:00:00+00:00,116673.08,31.64,0.34743588413268206,6
1754668322,2025-08-08T15:52:02+00:00,BTC,116112.21,130000.0,call,1756454400,2025-08-29T08:00:00+00:00,116672.52,33.12,0.1608106477326366,6
1754668322,2025-08-08T15:52:02+00:00,BTC,116112.21,135000.0,call,1756454400,2025-08-29T08:00:00+00:00,116673.08,35.34,0.07681444773954384,5
1754668322,2025-08-08T15:52:02+00:00,BTC,116112.21,150000.0,call,1756454400,2025-08-29T08:00:00+00:00,116676.87,44.42,0.015363035529322933,4
1754668327,2025-08-08T15:52:07+00:00,BTC,116113.14,95000.0,put,1756454400,2025-08-29T08:00:00+00:00,116672.23,45.85,0.06764015072184325,5
1754668327,2025-08-08T15:52:07+00:00,BTC,116113.14,100000.0,put,1756454400,2025-08-29T08:00:00+00:00,116672.73,40.81,0.12295172500794307,5
1754668327,2025-08-08T15:52:07+00:00,BTC,116113.14,105000.0,put,1756454400,2025-08-29T08:00:00+00:00,116673.34,36.39,0.23713276229524016,10
1754668327,2025-08-08T15:52:07+00:00,BTC,116113.14,110000.0,put,1756454400,2025-08-29T08:00:00+00:00,116673.29,32.92,0.46681347178919946,7
1754668327,2025-08-08T15:52:07+00:00,BTC,116113.14,118000.0,call,1756454400,2025-08-29T08:00:00+00:00,116676.76,30.78,0.8726039047512928,8
1754668327,2025-08-08T15:52:07+00:00,BTC,116113.14,120000.0,call,1756454400,2025-08-29T08:00:00+00:00,116672.73,30.81,0.6913449647686273,7
1754668327,2025-08-08T15:52:07+00:00,BTC,116113.14,125000.0,call,1756454400,2025-08-29T08:00:00+00:00,116673.33,31.64,0.347450031417768,7
1754668327,2025-08-08T15:52:07+00:00,BTC,116113.14,130000.0,call,1756454400,2025-08-29T08:00:00+00:00,116673.29,33.12,0.16083528109973794,7
1754668327,2025-08-08T15:52:07+00:00,BTC,116113.14,135000.0,call,1756454400,2025-08-29T08:00:00+00:00,116673.29,35.34,0.0768175587761895,6
1754668327,2025-08-08T15:52:07+00:00,BTC,116113.14,150000.0,call,1756454400,2025-08-29T08:00:00+00:00,116672.23,44.42,0.015346922500775073,5
1754668332,2025-08-08T15:52:12+00:00,BTC,116117.19,95000.0,put,1756454400,2025-08-29T08:00:00+00:00,116673.3,45.85,0.06762727171926153,6
1754668332,2025-08-08T15:52:12+00:00,BTC,116117.19,100000.0,put,1756454400,2025-08-29T08:00:00+00:00,116673.54,40.81,0.12293403046915706,6
1754668332,2025-08-08T15:52:12+00:00,BTC,116117.19,105000.0,put,1756454400,2025-08-29T08:00:00+00:00,116678.42,36.39,0.2369354718182276,11
1754668332,2025-08-08T15:52:12+00:00,BTC,116117.19,110000.0,put,1756454400,2025-08-29T08:00:00+00:00,116677.63,32.92,0.4665278148626021,8
1754668332,2025-08-08T15:52:12+00:00,BTC,116117.19,118000.0,call,1756454400,2025-08-29T08:00:00+00:00,116677.86,30.78,0.8727086366296476,10
1754668332,2025-08-08T15:52:12+00:00,BTC,116117.19,120000.0,call,1756454400,2025-08-29T08:00:00+00:00,116673.33,30.81,0.6913977212845523,8
1754668332,2025-08-08T15:52:12+00:00,BTC,116117.19,125000.0,call,1756454400,2025-08-29T08:00:00+00:00,116673.34,31.64,0.3474502337579639,8
1754668332,2025-08-08T15:52:12+00:00,BTC,116117.19,130000.0,call,1756454400,2025-08-29T08:00:00+00:00,116677.63,33.12,0.16097679907013884,8
1754668332,2025-08-08T15:52:12+00:00,BTC,116117.19,135000.0,call,1756454400,2025-08-29T08:00:00+00:00,116677.63,35.34,0.07689138759113902,7
1754668332,2025-08-08T15:52:12+00:00,BTC,116117.19,150000.0,call,1756454400,2025-08-29T08:00:00+00:00,116673.54,44.42,0.01535129262105418,6
1754668337,2025-08-08T15:52:17+00:00,BTC,116133.25,95000.0,put,1756454400,2025-08-29T08:00:00+00:00,116677.69,45.85,0.0675755489265245,7
1754668337,2025-08-08T15:52:17+00:00,BTC,116133.25,100000.0,put,1756454400,2025-08-29T08:00:00+00:00,116677.69,40.81,0.12284567709404536,7
1754668337,2025-08-08T15:52:17+00:00,BTC,116133.25,105000.0,put,1756454400,2025-08-29T08:00:00+00:00,116677.71,36.39,0.23696266679863107,13
1754668337,2025-08-08T15:52:17+00:00,BTC,116133.25,110000.0,put,1756454400,2025-08-29T08:00:00+00:00,116677.6,32.92,0.4665293917171188,10
1754668337,2025-08-08T15:52:17+00:00,BTC,116133.25,118000.0,call,1756454400,2025-08-29T08:00:00+00:00,116678.18,30.78,0.8727390438327723,13
1754668337,2025-08-08T15:52:17+00:00,BTC,116133.25,120000.0,call,1756454400,2025-08-29T08:00:00+00:00,116677.69,30.81,0.6917829367662351,10
1754668337,2025-08-08T15:52:17+00:00,BTC,116133.25,125000.0,call,1756454400,2025-08-29T08:00:00+00:00,116678.18,31.64,0.3477359893685682,10
1754668337,2025-08-08T15:52:17+00:00,BTC,116133.25,130000.0,call,1756454400,2025-08-29T08:00:00+00:00,116677.6,33.12,0.16097547709901655,10
1754668337,2025-08-08T15:52:17+00:00,BTC,116133.25,135000.0,call,1756454400,2025-08-29T08:00:00+00:00,116688.44,35.34,0.07707611681168808,9
1754668337,2025-08-08T15:52:17+00:00,BTC,116133.25,150000.0,call,1756454400,2025-08-29T08:00:00+00:00,116677.69,44.42,0.015365444323612087,7
1754668342,2025-08-08T15:52:22+00:00,BTC,116143.66,95000.0,put,1756454400,2025-08-29T08:00:00+00:00,116694.09,45.85,0.06738441918670901,8
1754668342,2025-08-08T15:52:22+00:00,BTC,116143.66,100000.0,put,1756454400,2025-08-29T08:00:00+00:00,116703.54,40.81,0.12229938076840619,8
