"Date (UTC)","Timestamp (UTC)","↑ 150k","↑ 135k","↑ 130k","↑ 125k","↓ 110k","↓ 105k","↓ 100k"
"08-10-2025 23:00","1754866802","","","","","","0.1",""
"08-10-2025 23:00","1754866803","","0.09","","","","",""
"08-10-2025 23:00","1754866806","","","0.225","","","",""
"08-10-2025 23:00","1754866811","","","","","0.175","",""
"08-10-2025 23:00","1754866812","","","","","","","0.05"
"08-10-2025 23:00","1754866815","0.026","","","0.51","","",""
"08-10-2025 23:01","1754866862","0.026","0.095","","0.515","","0.1","0.05"
"08-10-2025 23:01","1754866863","","","0.235","","0.175","",""
"08-10-2025 23:02","1754866922","","","","","0.175","","0.05"
"08-10-2025 23:02","1754866923","0.026","0.095","0.235","0.515","","0.1",""
"08-10-2025 23:03","1754866981","","","","","","","0.05"
"08-10-2025 23:03","1754866982","0.026","0.095","0.235","0.515","","0.1",""
"08-10-2025 23:03","1754866983","","","","","0.175","",""
"08-10-2025 23:04","1754867042","0.026","0.095","","0.515","","0.115",""
"08-10-2025 23:04","1754867043","","","0.235","","0.175","","0.05"
"08-10-2025 23:05","1754867105","","","","","0.175","",""
"08-10-2025 23:05","1754867106","","","","","","","0.05"
"08-10-2025 23:05","1754867109","","","","0.515","","",""
"08-10-2025 23:05","1754867110","0.026","","","","","0.115",""
"08-10-2025 23:05","1754867111","","0.095","","","","",""
"08-10-2025 23:05","1754867113","","","0.235","","","",""
"08-10-2025 23:06","1754867162","","0.095","0.235","","","0.115",""
"08-10-2025 23:06","1754867163","0.026","","","0.515","0.175","","0.05"
"08-10-2025 23:07","1754867222","0.026","","","0.515","0.175","0.115","0.05"
"08-10-2025 23:07","1754867223","","0.095","0.235","","","",""
"08-10-2025 23:08","1754867282","","","0.235","","0.175","","0.05"
"08-10-2025 23:08","1754867283","0.026","0.095","","0.515","","0.115",""
"08-10-2025 23:09","1754867342","0.026","0.095","","0.515","","0.115",""
"08-10-2025 23:09","1754867343","","","0.23","","0.175","","0.05"
"08-10-2025 23:10","1754867402","0.0265","","","0.515","","",""
"08-10-2025 23:10","1754867403","","","","","","0.115",""
"08-10-2025 23:10","1754867404","","0.095","","","","",""
"08-10-2025 23:10","1754867407","","","0.235","","","",""
"08-10-2025 23:10","1754867410","","","","","0.175","",""
"08-10-2025 23:10","1754867412","","","","","","","0.05"
"08-10-2025 23:11","1754867462","0.0265","0.09","0.24","0.52","","0.115","0.05"
"08-10-2025 23:11","1754867463","","","","","0.17","",""
"08-10-2025 23:12","1754867522","0.0265","0.09","","0.515","","0.115","0.05"
"08-10-2025 23:12","1754867523","","","0.24","","0.175","",""
"08-10-2025 23:13","1754867582","","","0.24","","0.175","",""
"08-10-2025 23:13","1754867583","0.0265","0.09","","0.515","","0.115","0.05"
"08-10-2025 23:14","1754867642","0.0265","","","0.51","0.175","","0.05"
"08-10-2025 23:14","1754867643","","0.09","0.235","","","0.115",""
"08-10-2025 23:15","1754867703","0.0265","","","0.51","","",""
"08-10-2025 23:15","1754867704","","0.09","","","","0.115",""
"08-10-2025 23:15","1754867707","","","0.235","","","",""
"08-10-2025 23:15","1754867711","","","","","0.175","",""
"08-10-2025 23:15","1754867713","","","","","","","0.05"
"08-10-2025 23:16","1754867762","0.0265","0.09","0.235","0.51","","0.115",""
"08-10-2025 23:16","1754867763","","","","","0.175","","0.05"
"08-10-2025 23:17","1754867821","","","","","","0.115",""
"08-10-2025 23:17","1754867822","","0.09","0.235","","0.175","",""
"08-10-2025 23:17","1754867823","0.0265","","","0.51","","","0.05"
"08-10-2025 23:18","1754867882","0.0265","0.09","0.235","0.51","","0.115","0.05"
"08-10-2025 23:18","1754867883","","","","","0.175","",""
"08-10-2025 23:19","1754867941","","","","","0.175","",""
"08-10-2025 23:19","1754867942","0.0265","0.09","","0.51","","0.115","0.05"
"08-10-2025 23:19","1754867943","","","0.235","","","",""
"08-10-2025 23:20","1754868002","","","","","","","0.05"
"08-10-2025 23:20","1754868003","0.0265","0.09","0.235","0.51","","0.115",""
"08-10-2025 23:20","1754868004","","","","","0.175","",""
"08-10-2025 23:21","1754868062","0.0265","","","0.51","0.18","","0.05"
"08-10-2025 23:21","1754868063","","0.09","0.235","","","0.115",""
"08-10-2025 23:22","1754868122","","","","","0.18","","0.05"
"08-10-2025 23:22","1754868123","0.0265","0.09","0.235","0.51","","0.115",""
"08-10-2025 23:23","1754868182","","","","","0.18","","0.05"
"08-10-2025 23:23","1754868183","0.0265","0.09","0.235","0.505","","0.115",""
"08-10-2025 23:24","1754868242","0.0265","","","0.505","0.18","","0.05"
"08-10-2025 23:24","1754868243","","0.09","0.235","","","0.115",""
"08-10-2025 23:25","1754868302","","","","","0.18","",""
"08-10-2025 23:25","1754868303","","","","","","","0.05"
"08-10-2025 23:25","1754868306","0.0265","","","0.505","","",""
"08-10-2025 23:25","1754868307","","","","","","0.115",""
"08-10-2025 23:25","1754868308","","0.09","","","","",""
"08-10-2025 23:25","1754868310","","","0.235","","","",""
"08-10-2025 23:26","1754868362","0.0265","","","0.505","0.18","","0.05"
"08-10-2025 23:26","1754868363","","0.09","0.235","","","0.115",""
"08-10-2025 23:27","1754868422","","","","","0.18","","0.05"
"08-10-2025 23:27","1754868423","0.0265","0.09","0.235","0.505","","0.115",""
"08-10-2025 23:28","1754868482","0.0265","0.09","0.235","0.505","","0.115",""
"08-10-2025 23:28","1754868483","","","","","0.175","","0.05"
"08-10-2025 23:29","1754868542","","","","0.51","0.175","","0.05"
"08-10-2025 23:29","1754868543","0.0265","0.085","0.24","","","0.115",""
"08-10-2025 23:30","1754868602","","0.085","","","","",""
"08-10-2025 23:30","1754868605","","","0.24","","","",""
"08-10-2025 23:30","1754868610","","","","","0.175","",""
"08-10-2025 23:30","1754868612","","","","","","","0.05"
"08-10-2025 23:30","1754868614","","","","0.515","","",""
"08-10-2025 23:30","1754868616","0.0265","","","","","0.115",""
"08-10-2025 23:31","1754868662","","0.085","0.24","","0.175","0.115",""
"08-10-2025 23:31","1754868663","0.0265","","","0.515","","","0.05"
"08-10-2025 23:32","1754868722","","","0.24","","0.175","","0.05"
"08-10-2025 23:32","1754868723","0.0265","0.095","","0.52","","0.115",""
"08-10-2025 23:33","1754868782","0.0265","","","0.52","0.17","","0.05"
"08-10-2025 23:33","1754868783","","0.095","0.24","","","0.115",""
"08-10-2025 23:34","1754868842","0.0265","0.095","","0.52","0.17","0.115","0.05"
"08-10-2025 23:34","1754868843","","","0.24","","","",""
"08-10-2025 23:35","1754868902","","","","","","","0.045"
"08-10-2025 23:35","1754868904","","","","0.525","","",""
"08-10-2025 23:35","1754868905","0.0265","","","","","0.115",""
"08-10-2025 23:35","1754868907","","0.095","","","","",""
"08-10-2025 23:35","1754868909","","","0.24","","","",""
"08-10-2025 23:35","1754868914","","","","","0.17","",""
"08-10-2025 23:36","1754868962","","","0.24","","0.17","",""
"08-10-2025 23:36","1754868963","0.0265","0.095","","0.52","","0.115","0.045"
"08-10-2025 23:37","1754869022","","","0.24","","0.17","",""
"08-10-2025 23:37","1754869023","0.0265","0.095","","0.52","","0.115","0.045"
"08-10-2025 23:38","1754869082","","","0.24","","0.17","","0.045"
"08-10-2025 23:38","1754869083","0.0265","0.105","","0.52","","0.115",""
"08-10-2025 23:39","1754869142","0.0265","0.105","0.24","0.52","","0.115",""
"08-10-2025 23:39","1754869143","","","","","0.17","","0.045"
"08-10-2025 23:40","1754869204","","","","","0.17","",""
"08-10-2025 23:40","1754869205","","","","","","","0.045"
"08-10-2025 23:40","1754869207","","","","0.52","","",""
"08-10-2025 23:40","1754869209","0.0265","","","","","",""
"08-10-2025 23:40","1754869210","","0.105","","","","0.115",""
"08-10-2025 23:40","1754869212","","","0.24","","","",""
"08-10-2025 23:41","1754869262","","","0.245","","0.17","","0.045"
"08-10-2025 23:41","1754869263","0.0265","0.105","","0.52","","0.115",""
"08-10-2025 23:42","1754869322","","","0.245","","0.17","",""
"08-10-2025 23:42","1754869323","0.0265","0.105","","0.52","","0.115","0.045"
"08-10-2025 23:43","1754869381","","","0.24","","","",""
"08-10-2025 23:43","1754869382","","","","","0.17","","0.045"
"08-10-2025 23:43","1754869383","0.0265","0.105","","0.52","","0.115",""
"08-10-2025 23:44","1754869442","","","0.24","","0.17","","0.045"
"08-10-2025 23:44","1754869443","0.0265","0.105","","0.52","","0.115",""
"08-10-2025 23:45","1754869502","","","","","","","0.045"
"08-10-2025 23:45","1754869504","0.0265","","","0.52","","",""
"08-10-2025 23:45","1754869505","","","","","","0.115",""
"08-10-2025 23:45","1754869507","","0.105","","","","",""
"08-10-2025 23:45","1754869509","","","0.245","","","",""
"08-10-2025 23:45","1754869513","","","","","0.17","",""
"08-10-2025 23:46","1754869562","0.0265","0.105","","0.525","","0.115",""
"08-10-2025 23:46","1754869563","","","0.25","","0.17","","0.045"
"08-10-2025 23:47","1754869621","","0.11","","","","",""
"08-10-2025 23:47","1754869622","","","0.25","","0.17","",""
"08-10-2025 23:47","1754869623","0.0265","","","0.525","","0.115","0.045"
"08-10-2025 23:48","1754869682","0.0265","0.11","","0.52","0.17","0.115","0.045"
"08-10-2025 23:48","1754869683","","","0.25","","","",""
"08-10-2025 23:49","1754869742","","0.11","0.25","","","",""
"08-10-2025 23:49","1754869743","0.0265","","","0.525","0.17","0.115","0.045"
"08-10-2025 23:50","1754869802","","","","","0.17","","0.045"
"08-10-2025 23:50","1754869803","0.0265","0.11","0.25","0.525","","0.115",""
"08-10-2025 23:51","1754869862","0.0265","0.11","0.25","0.525","","0.115",""
"08-10-2025 23:51","1754869863","","","","","0.17","","0.045"
"08-10-2025 23:52","1754869922","0.0265","0.11","0.25","","","0.115",""
"08-10-2025 23:52","1754869923","","","","0.525","0.17","","0.045"
"08-10-2025 23:53","1754869982","0.0265","0.11","0.25","0.52","","0.115",""
"08-10-2025 23:53","1754869983","","","","","0.17","","0.045"
"08-10-2025 23:54","1754870042","","","0.25","","0.17","","0.045"
"08-10-2025 23:54","1754870043","0.0265","0.11","","0.52","","0.115",""
"08-10-2025 23:55","1754870103","","","","","0.17","",""
"08-10-2025 23:55","1754870105","","","","","","","0.045"
"08-10-2025 23:55","1754870108","0.0265","","","0.52","","",""
"08-10-2025 23:55","1754870109","","0.11","","","","0.115",""
"08-10-2025 23:55","1754870112","","","0.25","","","",""
"08-10-2025 23:56","1754870161","","","0.25","","","",""
"08-10-2025 23:56","1754870162","0.0265","","","0.525","0.17","","0.05"
"08-10-2025 23:56","1754870163","","0.11","","","","0.115",""
"08-10-2025 23:57","1754870222","0.0265","0.11","","0.525","0.17","0.115","0.05"
"08-10-2025 23:57","1754870223","","","0.25","","","",""
"08-10-2025 23:58","1754870282","0.0265","0.11","0.25","0.525","","0.11",""
"08-10-2025 23:58","1754870283","","","","","0.17","","0.05"
"08-10-2025 23:59","1754870342","","","0.25","","0.17","","0.05"
"08-10-2025 23:59","1754870343","0.0265","0.11","","0.525","","0.11",""
"08-11-2025 00:00","1754870403","","","","","","","0.05"
"08-11-2025 00:00","1754870406","0.0265","","","0.525","","",""
"08-11-2025 00:00","1754870407","","0.11","","","","0.11",""
"08-11-2025 00:00","1754870410","","","0.25","","","",""
"08-11-2025 00:00","1754870414","","","","","0.17","",""
"08-11-2025 00:01","1754870462","0.0265","","","0.52","0.17","0.11","0.05"
"08-11-2025 00:01","1754870463","","0.11","0.25","","","",""
"08-11-2025 00:02","1754870522","","","0.25","","","",""
"08-11-2025 00:02","1754870523","0.0265","0.11","","0.525","0.17","0.11","0.05"
"08-11-2025 00:03","1754870582","","","0.255","","0.175","",""
"08-11-2025 00:03","1754870583","0.0265","0.115","","0.525","","0.115","0.05"
"08-11-2025 00:04","1754870642","0.0265","0.115","0.255","0.535","","0.11",""
"08-11-2025 00:04","1754870643","","","","","0.175","","0.05"
"08-11-2025 00:05","1754870702","","0.115","","","","0.11",""
"08-11-2025 00:05","1754870703","","","0.255","","","",""
"08-11-2025 00:05","1754870706","","","","","0.17","",""
"08-11-2025 00:05","1754870707","","","","","","","0.05"
"08-11-2025 00:05","1754870709","0.0265","","","0.53","","",""
"08-11-2025 00:06","1754870762","","0.115","","","","0.11",""
"08-11-2025 00:06","1754870763","","","0.255","","0.17","",""
"08-11-2025 00:06","1754870764","0.0265","","","0.535","","","0.05"
"08-11-2025 00:07","1754870821","0.0265","","","0.535","","",""
"08-11-2025 00:07","1754870822","","0.115","0.255","","","0.11",""
"08-11-2025 00:07","1754870823","","","","","0.17","","0.05"
"08-11-2025 00:08","1754870882","0.0265","","","0.535","0.17","","0.05"
"08-11-2025 00:08","1754870883","","0.115","0.255","","","0.11",""
"08-11-2025 00:09","1754870942","","0.115","0.255","","0.17","","0.05"
"08-11-2025 00:09","1754870943","0.0265","","","0.535","","0.11",""
"08-11-2025 00:10","1754871002","","","","","0.17","",""
"08-11-2025 00:10","1754871003","","","","","","","0.05"
"08-11-2025 00:10","1754871004","0.0265","","","0.53","","",""
"08-11-2025 00:10","1754871005","","","","","","0.11",""
"08-11-2025 00:10","1754871006","","0.115","","","","",""
"08-11-2025 00:10","1754871007","","","0.255","","","",""
"08-11-2025 00:11","1754871061","0.0265","","","","","0.11",""
"08-11-2025 00:11","1754871062","","0.105","0.25","","0.175","",""
"08-11-2025 00:11","1754871063","","","","0.53","","","0.05"
"08-11-2025 00:12","1754871122","0.0265","0.11","0.25","0.53","","0.11",""
"08-11-2025 00:12","1754871123","","","","","0.17","","0.05"
"08-11-2025 00:13","1754871182","0.0265","","","0.53","0.175","0.11","0.05"
"08-11-2025 00:13","1754871183","","0.105","0.25","","","",""
"08-11-2025 00:14","1754871242","0.0265","0.105","","0.53","","0.11","0.05"
"08-11-2025 00:14","1754871243","","","0.25","","0.17","",""
"08-11-2025 00:15","1754871302","","","","","","0.11",""
"08-11-2025 00:15","1754871303","","0.11","","","","",""
"08-11-2025 00:15","1754871305","","","0.25","","","",""
"08-11-2025 00:15","1754871308","","","","","0.17","","0.05"
"08-11-2025 00:15","1754871310","0.0265","","","0.53","","",""
"08-11-2025 00:16","1754871362","0.0265","0.11","0.25","0.535","","0.11",""
"08-11-2025 00:16","1754871363","","","","","0.17","","0.05"
"08-11-2025 00:17","1754871422","0.0265","","","0.535","0.17","0.11","0.05"
"08-11-2025 00:17","1754871423","","0.11","0.25","","","",""
"08-11-2025 00:18","1754871482","","","0.25","","0.17","",""
"08-11-2025 00:18","1754871483","0.0265","0.11","","0.535","","0.11","0.05"
"08-11-2025 00:19","1754871542","0.0265","0.11","","0.535","0.17","0.11","0.05"
"08-11-2025 00:19","1754871543","","","0.25","","","",""
"08-11-2025 00:20","1754871603","","","","","0.17","",""
"08-11-2025 00:20","1754871604","","","","","","","0.05"
"08-11-2025 00:20","1754871606","0.0265","","","0.535","","0.11",""
"08-11-2025 00:20","1754871607","","0.11","","","","",""
"08-11-2025 00:20","1754871609","","","0.25","","","",""
"08-11-2025 00:21","1754871662","0.0265","0.11","0.25","","","0.11",""
"08-11-2025 00:21","1754871663","","","","0.54","0.17","","0.05"
"08-11-2025 00:22","1754871722","","","0.25","","0.17","","0.05"
"08-11-2025 00:22","1754871723","0.0265","0.11","","0.545","","0.11",""
"08-11-2025 00:23","1754871782","","","0.25","","0.165","","0.05"
"08-11-2025 00:23","1754871783","0.0265","0.11","","0.545","","0.11",""
"08-11-2025 00:24","1754871842","0.0265","","","0.545","0.17","","0.05"
"08-11-2025 00:24","1754871843","","0.11","0.25","","","0.11",""
"08-11-2025 00:25","1754871902","","","","","0.165","",""
"08-11-2025 00:25","1754871903","","","","","","","0.05"
"08-11-2025 00:25","1754871904","","","","0.545","","",""
"08-11-2025 00:25","1754871905","0.0265","","","","","0.11",""
"08-11-2025 00:25","1754871906","","0.11","","","","",""
"08-11-2025 00:25","1754871907","","","0.25","","","",""
"08-11-2025 00:26","1754871962","","","0.25","","0.165","","0.05"
"08-11-2025 00:26","1754871963","0.0265","0.11","","0.545","","0.11",""
"08-11-2025 00:27","1754872022","0.0265","0.11","0.25","0.545","","0.11",""
"08-11-2025 00:27","1754872023","","","","","0.165","","0.05"
"08-11-2025 00:28","1754872082","0.0265","0.11","0.25","0.55","","0.11","0.05"
"08-11-2025 00:28","1754872083","","","","","0.165","",""
"08-11-2025 00:29","1754872142","0.0265","","","0.555","0.165","0.11","0.05"
"08-11-2025 00:29","1754872143","","0.11","0.25","","","",""
"08-11-2025 00:30","1754872202","","","0.25","","","",""
"08-11-2025 00:30","1754872204","","","","","0.165","","0.05"
"08-11-2025 00:30","1754872205","0.0265","","","0.555","","",""
"08-11-2025 00:30","1754872206","","0.11","","","","0.11",""
"08-11-2025 00:31","1754872262","","","0.25","","0.17","","0.05"
"08-11-2025 00:31","1754872263","0.0265","0.11","","0.55","","0.11",""
"08-11-2025 00:32","1754872322","0.0265","0.11","","0.555","0.17","0.11","0.05"
"08-11-2025 00:32","1754872323","","","0.25","","","",""
"08-11-2025 00:33","1754872382","0.0265","0.11","","0.555","0.165","0.11","0.05"
"08-11-2025 00:33","1754872383","","","0.255","","","",""
"08-11-2025 00:34","1754872442","","","0.255","","0.17","",""
"08-11-2025 00:34","1754872443","0.0265","0.11","","0.55","","0.11","0.05"
"08-11-2025 00:35","1754872505","","","","","0.17","","0.05"
"08-11-2025 00:35","1754872507","0.0265","","","0.55","","",""
"08-11-2025 00:35","1754872508","","0.11","","","","0.11",""
"08-11-2025 00:35","1754872510","","","0.255","","","",""
"08-11-2025 00:36","1754872562","0.0265","0.11","0.255","0.55","","0.11",""
"08-11-2025 00:36","1754872563","","","","","0.17","","0.05"
"08-11-2025 00:37","1754872621","","0.11","","","","",""
"08-11-2025 00:37","1754872622","","","0.255","","0.17","","0.05"
"08-11-2025 00:37","1754872623","0.0265","","","0.55","","0.11",""
"08-11-2025 00:38","1754872682","","0.11","0.255","","0.175","0.11",""
"08-11-2025 00:38","1754872683","0.0265","","","0.545","","","0.05"
"08-11-2025 00:39","1754872742","","","","","0.17","","0.05"
"08-11-2025 00:39","1754872743","0.0265","0.11","0.255","0.545","","0.11",""
"08-11-2025 00:40","1754872803","","","","","0.175","",""
"08-11-2025 00:40","1754872804","","","","","","","0.05"
"08-11-2025 00:40","1754872805","0.0265","","","0.545","","",""
"08-11-2025 00:40","1754872806","","","","","","0.11",""
"08-11-2025 00:40","1754872807","","0.11","","","","",""
"08-11-2025 00:40","1754872809","","","0.255","","","",""
"08-11-2025 00:41","1754872862","","","0.255","","0.175","","0.05"
"08-11-2025 00:41","1754872863","0.0265","0.11","","0.545","","0.11",""
"08-11-2025 00:42","1754872922","0.0265","0.11","0.255","","","0.11",""
"08-11-2025 00:42","1754872923","","","","","0.175","","0.05"
"08-11-2025 00:42","1754872924","","","","0.545","","",""
"08-11-2025 00:43","1754872981","","","","","","","0.05"
"08-11-2025 00:43","1754872982","0.0265","0.11","","0.545","","0.105",""
"08-11-2025 00:43","1754872983","","","0.255","","0.175","",""
"08-11-2025 00:44","1754873042","","0.11","0.255","","","0.105",""
"08-11-2025 00:44","1754873043","0.0265","","","0.545","0.175","","0.05"
"08-11-2025 00:45","1754873102","","0.11","0.255","","","0.105",""
"08-11-2025 00:45","1754873103","","","","","0.175","","0.05"
"08-11-2025 00:45","1754873104","0.0265","","","0.545","","",""
"08-11-2025 00:46","1754873161","","","0.26","","","",""
"08-11-2025 00:46","1754873162","","","","","0.175","","0.05"
"08-11-2025 00:46","1754873163","0.0265","0.11","","0.545","","0.105",""
"08-11-2025 00:47","1754873221","0.0265","","","0.545","","",""
"08-11-2025 00:47","1754873222","","0.11","0.26","","0.175","0.105",""
"08-11-2025 00:47","1754873223","","","","","","","0.05"
"08-11-2025 00:48","1754873282","","0.11","0.255","","","",""
"08-11-2025 00:48","1754873283","0.0265","","","0.545","0.175","0.105","0.05"
"08-11-2025 00:49","1754873341","","","0.255","","","",""
"08-11-2025 00:49","1754873342","","","","0.545","0.175","","0.05"
"08-11-2025 00:49","1754873343","0.0265","0.11","","","","0.105",""
"08-11-2025 00:50","1754873402","0.0265","","","0.545","","",""
"08-11-2025 00:50","1754873403","","","","","","0.105",""
"08-11-2025 00:50","1754873404","","0.11","","","","",""
"08-11-2025 00:50","1754873405","","","0.255","","","",""
"08-11-2025 00:50","1754873408","","","","","0.175","",""
"08-11-2025 00:50","1754873409","","","","","","","0.05"
"08-11-2025 00:51","1754873462","","","0.26","","0.175","",""
"08-11-2025 00:51","1754873463","0.0265","0.11","","0.545","","0.105","0.05"
"08-11-2025 00:52","1754873522","0.0265","0.11","0.26","0.55","","0.105",""
"08-11-2025 00:52","1754873523","","","","","0.17","","0.05"
"08-11-2025 00:53","1754873582","0.0265","0.11","0.26","0.55","","0.105",""
"08-11-2025 00:53","1754873583","","","","","0.17","","0.05"
"08-11-2025 00:54","1754873642","","","0.26","","0.17","",""
"08-11-2025 00:54","1754873643","0.0265","0.11","","0.55","","0.105","0.05"
"08-11-2025 00:55","1754873705","","","","","0.17","",""
"08-11-2025 00:55","1754873706","","","","","","","0.05"
"08-11-2025 00:55","1754873707","","","","0.55","","",""
"08-11-2025 00:55","1754873708","0.0265","","","","","0.105",""
"08-11-2025 00:55","1754873709","","0.11","","","","",""
"08-11-2025 00:55","1754873710","","","0.26","","","",""
"08-11-2025 00:56","1754873762","0.0265","0.11","","0.54","","0.105","0.05"
"08-11-2025 00:56","1754873763","","","0.26","","0.165","",""
"08-11-2025 00:57","1754873822","0.0265","0.11","","0.54","","0.105","0.05"
"08-11-2025 00:57","1754873823","","","0.26","","0.165","",""
"08-11-2025 00:58","1754873882","0.0265","0.11","","0.54","","0.105","0.05"
"08-11-2025 00:58","1754873883","","","0.255","","0.165","",""
"08-11-2025 00:59","1754873941","","","","","0.165","",""
"08-11-2025 00:59","1754873942","0.0265","0.11","0.255","0.54","","0.105","0.05"
"08-11-2025 01:00","1754874006","","","","","0.165","",""
"08-11-2025 01:00","1754874007","","","","","","","0.05"
"08-11-2025 01:00","1754874009","","","","0.54","","",""
"08-11-2025 01:00","1754874010","0.0265","","","","","0.105",""
"08-11-2025 01:00","1754874011","","0.11","","","","",""
"08-11-2025 01:00","1754874013","","","0.255","","","",""
"08-11-2025 01:01","1754874062","0.0265","0.11","","0.54","0.165","0.105","0.05"
"08-11-2025 01:01","1754874063","","","0.255","","","",""
"08-11-2025 01:02","1754874122","0.0265","0.11","","0.54","0.165","0.105","0.05"
"08-11-2025 01:02","1754874123","","","0.255","","","",""
"08-11-2025 01:03","1754874182","","0.11","0.255","","","",""
"08-11-2025 01:03","1754874183","0.0265","","","0.54","0.165","","0.05"
"08-11-2025 01:03","1754874184","","","","","","0.105",""
"08-11-2025 01:04","1754874242","0.0265","0.11","","0.54","","0.105",""
"08-11-2025 01:04","1754874243","","","0.255","","0.165","","0.05"
"08-11-2025 01:05","1754874302","","","","","0.17","",""
"08-11-2025 01:05","1754874303","","","","","","","0.05"
"08-11-2025 01:05","1754874305","","","","0.54","","",""
"08-11-2025 01:05","1754874306","0.0265","0.11","","","","0.105",""
"08-11-2025 01:05","1754874308","","","0.255","","","",""
"08-11-2025 01:06","1754874362","0.0265","","","0.54","0.17","0.105","0.05"
"08-11-2025 01:06","1754874363","","0.11","0.255","","","",""
"08-11-2025 01:07","1754874422","","","0.255","","0.17","","0.05"
"08-11-2025 01:07","1754874423","0.0265","0.11","","0.54","","0.105",""
"08-11-2025 01:08","1754874482","","0.11","0.255","","0.17","0.105",""
"08-11-2025 01:08","1754874483","0.0265","","","0.54","","","0.05"
"08-11-2025 01:09","1754874542","0.0265","","","0.54","0.17","0.105","0.05"
"08-11-2025 01:09","1754874543","","0.11","0.255","","","",""
"08-11-2025 01:10","1754874603","0.0265","0.105","","0.54","0.175","0.105","0.05"
"08-11-2025 01:10","1754874604","","","0.26","","","",""
"08-11-2025 01:11","1754874662","0.026","0.105","0.26","0.54","","0.105","0.05"
"08-11-2025 01:11","1754874663","","","","","0.175","",""
"08-11-2025 01:12","1754874722","0.026","0.105","0.26","0.54","","0.105",""
"08-11-2025 01:12","1754874723","","","","","0.175","","0.05"
"08-11-2025 01:13","1754874782","0.026","0.105","","0.525","","0.105","0.05"
"08-11-2025 01:13","1754874783","","","0.255","","0.17","",""
"08-11-2025 01:14","1754874842","","","0.26","","0.17","","0.05"
"08-11-2025 01:14","1754874843","0.026","0.105","","0.53","","0.105",""
"08-11-2025 01:15","1754874902","0.026","","","0.53","","",""
"08-11-2025 01:15","1754874903","","","","","","0.105",""
"08-11-2025 01:15","1754874904","","0.105","","","","",""
"08-11-2025 01:15","1754874906","","","0.255","","","",""
"08-11-2025 01:15","1754874908","","","","","0.175","",""
"08-11-2025 01:15","1754874909","","","","","","","0.05"
"08-11-2025 01:16","1754874962","0.026","0.095","0.26","","","0.105",""
"08-11-2025 01:16","1754874963","","","","0.53","0.17","","0.05"
"08-11-2025 01:17","1754875022","","","0.255","0.515","0.18","","0.05"
"08-11-2025 01:17","1754875023","0.026","0.095","","","","0.105",""
"08-11-2025 01:18","1754875082","0.026","0.09","","0.51","","0.11",""
"08-11-2025 01:18","1754875083","","","0.255","","","",""
"08-11-2025 01:18","1754875084","","","","","0.165","","0.05"
"08-11-2025 01:19","1754875142","0.026","0.095","0.25","0.515","","0.11","0.05"
"08-11-2025 01:19","1754875143","","","","","0.165","",""
"08-11-2025 01:20","1754875205","","","","","0.165","",""
"08-11-2025 01:20","1754875206","","","","","","","0.05"
"08-11-2025 01:20","1754875207","","","","0.505","","",""
"08-11-2025 01:20","1754875208","0.026","","","","","0.11",""
"08-11-2025 01:20","1754875209","","0.085","","","","",""
"08-11-2025 01:20","1754875210","","","0.245","","","",""
"08-11-2025 01:21","1754875262","","0.085","0.245","","","",""
"08-11-2025 01:21","1754875263","0.026","","","0.51","0.165","0.095","0.05"
"08-11-2025 01:22","1754875322","0.026","","","0.515","0.17","","0.055"
"08-11-2025 01:22","1754875323","","0.085","0.245","","","0.095",""
"08-11-2025 01:23","1754875382","0.026","0.085","0.25","","","0.09",""
"08-11-2025 01:23","1754875383","","","","0.515","0.17","","0.055"
"08-11-2025 01:24","1754875442","0.026","0.085","0.25","0.515","","0.09",""
"08-11-2025 01:24","1754875443","","","","","0.17","","0.055"
"08-11-2025 01:25","1754875502","","","","","0.17","","0.055"
"08-11-2025 01:25","1754875503","0.026","0.085","0.245","0.515","","0.09",""
"08-11-2025 01:26","1754875562","","","","","0.17","","0.055"
"08-11-2025 01:26","1754875563","0.026","0.095","0.25","0.515","","0.09",""
"08-11-2025 01:27","1754875622","","0.095","0.25","","","0.09",""
"08-11-2025 01:27","1754875623","0.026","","","0.52","0.165","","0.055"
"08-11-2025 01:28","1754875682","","0.09","0.25","","","",""
"08-11-2025 01:28","1754875683","0.026","","","0.52","0.165","0.09","0.055"
"08-11-2025 01:29","1754875742","0.026","0.09","0.25","0.525","","0.09","0.055"
"08-11-2025 01:29","1754875743","","","","","0.165","",""
"08-11-2025 01:30","1754875803","","","","","0.165","",""
"08-11-2025 01:30","1754875805","","","","","","","0.055"
"08-11-2025 01:30","1754875807","","","","0.525","","",""
"08-11-2025 01:30","1754875808","0.026","","","","","0.09",""
"08-11-2025 01:30","1754875809","","0.09","","","","",""
"08-11-2025 01:30","1754875812","","","0.25","","","",""
"08-11-2025 01:31","1754875861","0.026","","","","","0.09",""
"08-11-2025 01:31","1754875862","","0.09","0.25","","0.165","",""
"08-11-2025 01:31","1754875863","","","","0.525","","","0.055"
"08-11-2025 01:32","1754875922","0.026","0.09","","0.535","","0.09","0.055"
"08-11-2025 01:32","1754875923","","","0.255","","0.165","",""
"08-11-2025 01:33","1754875982","","0.11","0.255","","","",""
"08-11-2025 01:33","1754875983","0.026","","","0.54","0.16","0.09","0.055"
"08-11-2025 01:34","1754876042","0.026","0.11","0.255","0.555","","0.09",""
