"Date (UTC)","Timestamp (UTC)","↑ 150k","↑ 135k","↑ 130k","↑ 125k","↓ 110k","↓ 105k","↓ 100k"
"08-11-2025 10:47","1754909222","0.031","0.14","0.36","","0.12","",""
"08-11-2025 10:47","1754909223","","","","0.665","","0.065","0.033"
"08-11-2025 10:48","1754909282","","0.135","0.36","","","0.065","0.033"
"08-11-2025 10:48","1754909283","0.031","","","0.665","0.12","",""
"08-11-2025 10:49","1754909342","0.031","","0.36","0.665","0.12","",""
"08-11-2025 10:49","1754909343","","0.14","","","","0.065","0.033"
"08-11-2025 10:50","1754909402","","","0.36","","","",""
"08-11-2025 10:50","1754909403","","0.14","","","","0.065","0.033"
"08-11-2025 10:50","1754909404","0.031","","","0.665","0.12","",""
"08-11-2025 10:51","1754909462","0.031","0.14","0.36","","0.12","",""
"08-11-2025 10:51","1754909463","","","","0.665","","0.065","0.033"
"08-11-2025 10:52","1754909522","","0.14","","0.68","","0.065","0.033"
"08-11-2025 10:52","1754909523","0.031","","0.36","","0.12","",""
"08-11-2025 10:53","1754909582","0.031","0.135","0.36","","0.12","",""
"08-11-2025 10:53","1754909583","","","","0.68","","0.065","0.033"
"08-11-2025 10:54","1754909642","0.031","","0.36","0.665","0.12","",""
"08-11-2025 10:54","1754909643","","0.135","","","","0.065","0.033"
"08-11-2025 10:55","1754909702","","","0.36","","0.13","",""
"08-11-2025 10:55","1754909704","","0.135","","","","",""
"08-11-2025 10:55","1754909707","","","","","","0.065",""
"08-11-2025 10:55","1754909708","","","","","","","0.033"
"08-11-2025 10:55","1754909710","","","","0.665","","",""
"08-11-2025 10:55","1754909712","0.031","","","","","",""
"08-11-2025 10:56","1754909762","","0.135","","0.665","","0.065","0.033"
"08-11-2025 10:56","1754909763","0.031","","0.36","","0.13","",""
"08-11-2025 10:57","1754909822","","","","0.665","","0.065","0.033"
"08-11-2025 10:57","1754909823","0.031","0.135","0.355","","0.135","",""
"08-11-2025 10:58","1754909881","","","","","","","0.033"
"08-11-2025 10:58","1754909882","0.031","","0.355","0.675","0.13","",""
"08-11-2025 10:58","1754909883","","0.135","","","","0.065",""
"08-11-2025 10:59","1754909942","0.031","","0.36","0.68","0.125","",""
"08-11-2025 10:59","1754909943","","0.135","","","","0.065","0.033"
"08-11-2025 11:00","1754910002","","","","","","0.065",""
"08-11-2025 11:00","1754910004","","","","","","","0.033"
"08-11-2025 11:00","1754910007","","","","0.68","","",""
"08-11-2025 11:00","1754910009","0.031","","","","","",""
"08-11-2025 11:00","1754910011","","","","","0.125","",""
"08-11-2025 11:00","1754910012","","","0.36","","","",""
"08-11-2025 11:00","1754910015","","0.135","","","","",""
"08-11-2025 11:01","1754910062","0.031","","0.36","0.685","0.125","",""
"08-11-2025 11:01","1754910063","","0.135","","","","0.065","0.033"
"08-11-2025 11:02","1754910122","","0.16","0.36","","","",""
"08-11-2025 11:02","1754910123","0.031","","","0.68","","0.065","0.033"
"08-11-2025 11:02","1754910124","","","","","0.125","",""
"08-11-2025 11:03","1754910182","0.031","","","0.675","","","0.033"
"08-11-2025 11:03","1754910183","","0.16","0.36","","0.125","0.065",""
"08-11-2025 11:04","1754910242","0.031","","","0.675","0.125","0.065","0.033"
"08-11-2025 11:04","1754910243","","0.16","0.36","","","",""
"08-11-2025 11:05","1754910302","","","0.355","","","",""
"08-11-2025 11:05","1754910304","","0.155","","","","",""
"08-11-2025 11:05","1754910307","","","","","","0.065","0.033"
"08-11-2025 11:05","1754910309","","","","0.665","","",""
"08-11-2025 11:05","1754910313","0.031","","","","0.13","",""
"08-11-2025 11:06","1754910362","0.031","0.155","0.35","","0.135","",""
"08-11-2025 11:06","1754910363","","","","0.655","","0.065","0.035"
"08-11-2025 11:07","1754910421","","0.155","","","","",""
"08-11-2025 11:07","1754910422","","","","0.655","","0.065","0.035"
"08-11-2025 11:07","1754910423","0.031","","0.35","","0.125","",""
"08-11-2025 11:08","1754910482","0.031","","0.355","0.65","0.13","",""
"08-11-2025 11:08","1754910483","","0.16","","","","0.065","0.035"
"08-11-2025 11:09","1754910542","","0.155","","","","0.065","0.035"
"08-11-2025 11:09","1754910543","0.031","","0.355","0.655","0.13","",""
"08-11-2025 11:10","1754910602","","","0.355","","","",""
"08-11-2025 11:10","1754910604","","0.155","","","","",""
"08-11-2025 11:10","1754910606","","","","","","0.065",""
"08-11-2025 11:10","1754910608","","","","","","","0.035"
"08-11-2025 11:10","1754910610","","","","0.65","","",""
"08-11-2025 11:10","1754910612","0.031","","","","0.13","",""
"08-11-2025 11:11","1754910661","","","0.355","","","",""
"08-11-2025 11:11","1754910662","","0.155","","0.65","","0.065","0.035"
"08-11-2025 11:11","1754910663","0.031","","","","0.13","",""
"08-11-2025 11:12","1754910722","0.031","","","0.65","","",""
"08-11-2025 11:12","1754910723","","0.155","0.355","","0.13","0.065","0.035"
"08-11-2025 11:13","1754910782","0.031","0.155","0.355","","0.13","",""
"08-11-2025 11:13","1754910783","","","","0.65","","0.065","0.035"
"08-11-2025 11:14","1754910842","","0.155","0.355","","0.13","",""
"08-11-2025 11:14","1754910843","0.031","","","0.65","","0.065","0.035"
"08-11-2025 11:15","1754910902","","","","0.65","","0.065","0.035"
"08-11-2025 11:15","1754910903","0.031","","0.355","","0.13","",""
"08-11-2025 11:15","1754910904","","0.155","","","","",""
"08-11-2025 11:16","1754910962","","0.155","","0.65","","0.065","0.035"
"08-11-2025 11:16","1754910963","0.031","","0.35","","0.13","",""
"08-11-2025 11:17","1754911021","","0.15","","","","",""
"08-11-2025 11:17","1754911022","0.031","","","0.65","","0.065","0.035"
"08-11-2025 11:17","1754911023","","","0.34","","0.13","",""
"08-11-2025 11:18","1754911082","0.031","0.145","0.34","0.645","0.13","",""
"08-11-2025 11:18","1754911083","","","","","","0.065","0.035"
"08-11-2025 11:19","1754911142","0.031","","0.34","","0.135","",""
"08-11-2025 11:19","1754911143","","0.14","","0.65","","0.065","0.035"
"08-11-2025 11:20","1754911203","0.031","","","","","",""
"08-11-2025 11:20","1754911204","","","","","0.14","",""
"08-11-2025 11:20","1754911206","","","0.34","","","",""
"08-11-2025 11:20","1754911208","","0.145","","","","",""
"08-11-2025 11:20","1754911210","","","","","","0.065",""
"08-11-2025 11:20","1754911212","","","","","","","0.035"
"08-11-2025 11:20","1754911214","","","","0.65","","",""
"08-11-2025 11:21","1754911261","0.031","","","","","",""
"08-11-2025 11:21","1754911262","","0.145","0.34","","0.14","0.065",""
"08-11-2025 11:21","1754911263","","","","0.65","","","0.035"
"08-11-2025 11:22","1754911322","0.031","0.145","0.34","","0.14","",""
"08-11-2025 11:22","1754911323","","","","0.65","","0.065","0.035"
"08-11-2025 11:23","1754911382","0.031","","","0.645","0.14","","0.035"
"08-11-2025 11:23","1754911383","","0.145","0.34","","","0.065",""
"08-11-2025 11:24","1754911442","0.031","","0.34","0.65","0.14","",""
"08-11-2025 11:24","1754911443","","0.145","","","","0.065","0.035"
"08-11-2025 11:25","1754911503","","","","","","0.065",""
"08-11-2025 11:25","1754911504","","","","","","","0.035"
"08-11-2025 11:25","1754911507","","","","0.65","","",""
"08-11-2025 11:25","1754911509","0.031","","","","0.14","",""
"08-11-2025 11:25","1754911510","","","0.335","","","",""
"08-11-2025 11:25","1754911514","","0.145","","","","",""
"08-11-2025 11:26","1754911562","","0.145","","0.645","","0.065","0.035"
"08-11-2025 11:26","1754911563","0.031","","0.335","","0.14","",""
"08-11-2025 11:27","1754911622","","","","0.645","","0.065","0.035"
"08-11-2025 11:27","1754911623","0.031","0.145","0.34","","0.14","",""
"08-11-2025 11:28","1754911681","","0.145","","","","",""
"08-11-2025 11:28","1754911682","","","","0.645","","0.065","0.035"
"08-11-2025 11:28","1754911683","0.031","","0.335","","0.14","",""
"08-11-2025 11:29","1754911742","","0.145","0.33","","","0.065",""
"08-11-2025 11:29","1754911743","0.031","","","0.645","0.14","","0.035"
"08-11-2025 11:30","1754911804","0.031","","","","0.14","",""
"08-11-2025 11:30","1754911805","","","0.33","","","",""
"08-11-2025 11:30","1754911809","","0.145","","","","",""
"08-11-2025 11:30","1754911812","","","","","","0.065","0.035"
"08-11-2025 11:30","1754911815","","","","0.65","","",""
"08-11-2025 11:31","1754911862","","","","0.645","","0.065","0.035"
"08-11-2025 11:31","1754911863","0.031","0.145","0.32","","0.14","",""
"08-11-2025 11:32","1754911921","","","0.315","","","",""
"08-11-2025 11:32","1754911922","","0.135","","","","0.065","0.035"
"08-11-2025 11:32","1754911923","0.031","","","0.645","0.14","",""
"08-11-2025 11:33","1754911981","","","","","","0.065","0.035"
"08-11-2025 11:33","1754911982","0.031","","0.315","0.645","0.14","",""
"08-11-2025 11:33","1754911983","","0.135","","","","",""
"08-11-2025 11:34","1754912041","","0.125","","","","",""
"08-11-2025 11:34","1754912042","0.031","","","0.645","","0.065","0.035"
"08-11-2025 11:34","1754912043","","","0.32","","0.14","",""
"08-11-2025 11:35","1754912102","","0.14","","","","0.065",""
"08-11-2025 11:35","1754912103","0.031","","","0.645","0.14","","0.035"
"08-11-2025 11:35","1754912104","","","0.325","","","",""
"08-11-2025 11:36","1754912162","0.031","0.14","0.325","","0.14","",""
"08-11-2025 11:36","1754912163","","","","0.645","","0.065","0.035"
"08-11-2025 11:37","1754912222","","0.135","0.325","","","0.065","0.035"
"08-11-2025 11:37","1754912223","0.031","","","0.645","0.14","",""
"08-11-2025 11:38","1754912281","","","0.325","","","",""
"08-11-2025 11:38","1754912282","","0.135","","","","0.065","0.035"
"08-11-2025 11:38","1754912283","0.031","","","0.645","0.14","",""
"08-11-2025 11:39","1754912342","0.031","","0.325","0.645","0.14","",""
"08-11-2025 11:39","1754912343","","0.14","","","","0.065","0.035"
"08-11-2025 11:40","1754912402","","","","0.645","","",""
"08-11-2025 11:40","1754912406","0.031","","","","0.14","",""
"08-11-2025 11:40","1754912407","","","0.325","","","",""
"08-11-2025 11:40","1754912409","","0.14","","","","",""
"08-11-2025 11:40","1754912412","","","","","","0.065",""
"08-11-2025 11:40","1754912413","","","","","","","0.035"
"08-11-2025 11:41","1754912462","","0.14","","","","0.065","0.035"
"08-11-2025 11:41","1754912463","0.031","","0.325","0.645","0.14","",""
"08-11-2025 11:42","1754912522","","0.14","","0.645","","0.065","0.035"
"08-11-2025 11:42","1754912523","0.031","","0.325","","0.14","",""
"08-11-2025 11:43","1754912582","0.031","0.14","0.34","","0.14","",""
"08-11-2025 11:43","1754912583","","","","0.65","","0.065","0.035"
"08-11-2025 11:44","1754912642","0.031","0.145","0.34","0.65","0.14","",""
"08-11-2025 11:44","1754912643","","","","","","0.065","0.035"
"08-11-2025 11:45","1754912702","","0.14","","","","0.065",""
"08-11-2025 11:45","1754912703","0.031","","","0.645","0.14","","0.035"
"08-11-2025 11:45","1754912704","","","0.335","","","",""
"08-11-2025 11:46","1754912761","","0.14","","","","",""
"08-11-2025 11:46","1754912762","","","","0.645","","0.065","0.035"
"08-11-2025 11:46","1754912763","0.031","","0.335","","0.14","",""
"08-11-2025 11:47","1754912821","","","","","0.14","",""
"08-11-2025 11:47","1754912822","","0.14","0.33","","","0.065","0.0355"
"08-11-2025 11:47","1754912823","0.031","","","0.645","","",""
"08-11-2025 11:48","1754912882","","0.14","","","","0.065","0.0355"
"08-11-2025 11:48","1754912883","0.031","","0.33","0.645","0.14","",""
"08-11-2025 11:49","1754912942","0.031","","0.33","","0.14","",""
"08-11-2025 11:49","1754912943","","0.13","","0.645","","0.065","0.0355"
"08-11-2025 11:50","1754913003","","","","","","0.065",""
"08-11-2025 11:50","1754913004","","","","","","","0.0355"
"08-11-2025 11:50","1754913007","","","","0.645","","",""
"08-11-2025 11:50","1754913009","0.029","","","","","",""
"08-11-2025 11:50","1754913010","","","","","0.14","",""
"08-11-2025 11:50","1754913011","","","0.33","","","",""
"08-11-2025 11:50","1754913014","","0.13","","","","",""
"08-11-2025 11:51","1754913062","","","","0.645","","0.065","0.0355"
"08-11-2025 11:51","1754913063","0.03","0.13","0.33","","0.14","",""
"08-11-2025 11:52","1754913122","","0.13","","","","0.065","0.0355"
"08-11-2025 11:52","1754913123","0.0285","","0.33","0.645","0.14","",""
"08-11-2025 11:53","1754913181","","0.125","","","","",""
"08-11-2025 11:53","1754913182","","","","","","0.075","0.0355"
"08-11-2025 11:53","1754913183","0.0285","","0.325","0.625","0.14","",""
"08-11-2025 11:54","1754913242","0.03","0.125","0.325","","0.14","",""
"08-11-2025 11:54","1754913243","","","","0.625","","0.08","0.0355"
"08-11-2025 11:55","1754913303","","","","0.63","","",""
"08-11-2025 11:55","1754913305","0.03","","","","","",""
"08-11-2025 11:55","1754913306","","","","","0.145","",""
"08-11-2025 11:55","1754913308","","","0.33","","","",""
"08-11-2025 11:55","1754913310","","0.135","","","","",""
"08-11-2025 11:55","1754913312","","","","","","0.08",""
"08-11-2025 11:55","1754913313","","","","","","","0.0355"
"08-11-2025 11:56","1754913362","0.03","","","0.63","0.145","0.08","0.0355"
"08-11-2025 11:56","1754913363","","0.13","0.325","","","",""
"08-11-2025 11:57","1754913422","0.03","","","0.635","0.145","","0.0355"
"08-11-2025 11:57","1754913423","","0.13","0.325","","","0.075",""
"08-11-2025 11:58","1754913482","0.0295","","0.335","0.635","0.14","",""
"08-11-2025 11:58","1754913483","","0.135","","","","0.075","0.0355"
"08-11-2025 11:59","1754913542","0.0295","","0.33","0.635","0.14","",""
"08-11-2025 11:59","1754913543","","0.135","","","","0.075","0.0355"
"08-11-2025 12:00","1754913604","0.0295","","","","","",""
"08-11-2025 12:00","1754913606","","","","","0.14","",""
"08-11-2025 12:00","1754913608","","","0.33","","","",""
"08-11-2025 12:00","1754913611","","0.135","","","","",""
"08-11-2025 12:00","1754913614","","","","","","0.075",""
"08-11-2025 12:00","1754913616","","","","","","","0.0355"
"08-11-2025 12:00","1754913619","","","","0.645","","",""
"08-11-2025 12:01","1754913661","","0.135","","","","",""
"08-11-2025 12:01","1754913662","","","","0.65","","0.075","0.0355"
"08-11-2025 12:01","1754913663","0.0295","","0.335","","0.14","",""
"08-11-2025 12:02","1754913722","0.0295","","0.335","0.645","0.135","",""
"08-11-2025 12:02","1754913723","","0.135","","","","0.075","0.0355"
"08-11-2025 12:03","1754913781","","","","","","","0.0355"
"08-11-2025 12:03","1754913782","0.0295","","","0.635","0.145","",""
"08-11-2025 12:03","1754913783","","0.13","0.33","","","0.08",""
"08-11-2025 12:04","1754913841","","","0.32","","","",""
"08-11-2025 12:04","1754913842","","0.13","","","","0.08","0.0355"
"08-11-2025 12:04","1754913843","0.0295","","","0.63","0.145","",""
"08-11-2025 12:05","1754913902","","0.13","","","","",""
"08-11-2025 12:05","1754913904","","","","","","0.08",""
"08-11-2025 12:05","1754913905","","","","","","","0.0355"
"08-11-2025 12:05","1754913907","","","","0.63","","",""
"08-11-2025 12:05","1754913910","0.0295","","","","0.145","",""
"08-11-2025 12:05","1754913912","","","0.33","","","",""
"08-11-2025 12:06","1754913962","0.0295","0.13","0.33","","0.145","",""
"08-11-2025 12:06","1754913963","","","","0.63","","0.08","0.0355"
"08-11-2025 12:07","1754914022","0.0295","0.13","0.325","","0.145","",""
"08-11-2025 12:07","1754914023","","","","0.63","","0.08","0.0355"
"08-11-2025 12:08","1754914082","0.0295","","0.325","","0.14","",""
"08-11-2025 12:08","1754914083","","0.125","","","","0.08",""
"08-11-2025 12:08","1754914084","","","","0.63","","","0.0355"
"08-11-2025 12:09","1754914142","","0.125","","","","0.08","0.0355"
"08-11-2025 12:09","1754914143","0.0295","","0.32","0.625","0.14","",""
"08-11-2025 12:10","1754914203","0.0295","","","","0.14","",""
"08-11-2025 12:10","1754914206","","","0.32","","","",""
"08-11-2025 12:10","1754914208","","0.125","","","","",""
"08-11-2025 12:10","1754914210","","","","","","0.08","0.0355"
"08-11-2025 12:10","1754914213","","","","0.615","","",""
"08-11-2025 12:11","1754914262","","0.125","0.32","","","0.08","0.0355"
"08-11-2025 12:11","1754914263","0.0295","","","0.61","0.14","",""
"08-11-2025 12:12","1754914321","","","","","0.14","",""
"08-11-2025 12:12","1754914322","","0.125","0.325","","","0.08","0.0355"
"08-11-2025 12:12","1754914323","0.0295","","","0.61","","",""
"08-11-2025 12:13","1754914381","0.0295","","","","0.14","",""
"08-11-2025 12:13","1754914382","","0.12","0.315","","","0.08","0.0355"
"08-11-2025 12:13","1754914383","","","","0.61","","",""
"08-11-2025 12:14","1754914442","","0.12","0.305","","","0.08","0.0355"
"08-11-2025 12:14","1754914443","0.0295","","","0.61","0.14","",""
"08-11-2025 12:15","1754914502","","","0.305","","","",""
"08-11-2025 12:15","1754914504","","0.12","","","","",""
"08-11-2025 12:15","1754914507","","","","","","0.08",""
"08-11-2025 12:15","1754914508","","","","","","","0.0355"
"08-11-2025 12:15","1754914510","","","","0.6","","",""
"08-11-2025 12:15","1754914512","0.0295","","","","","",""
"08-11-2025 12:15","1754914513","","","","","0.145","",""
"08-11-2025 12:16","1754914562","","0.12","","0.59","","0.08","0.0355"
"08-11-2025 12:16","1754914563","0.0295","","0.305","","0.145","",""
"08-11-2025 12:17","1754914621","","","","","","0.08",""
"08-11-2025 12:17","1754914622","0.0295","","0.305","0.595","0.145","","0.0355"
"08-11-2025 12:17","1754914623","","0.12","","","","",""
"08-11-2025 12:18","1754914682","0.0295","","0.305","0.6","0.145","",""
"08-11-2025 12:18","1754914683","","0.12","","","","0.08","0.0355"
"08-11-2025 12:19","1754914741","","","","","","0.08",""
"08-11-2025 12:19","1754914742","0.0295","","","0.595","0.145","","0.0355"
"08-11-2025 12:19","1754914743","","0.12","0.305","","","",""
"08-11-2025 12:20","1754914802","","0.12","","","","",""
"08-11-2025 12:20","1754914803","","","","","","0.08","0.0355"
"08-11-2025 12:20","1754914804","","","","0.605","","",""
"08-11-2025 12:20","1754914805","0.0295","","0.305","","0.145","",""
"08-11-2025 12:21","1754914862","0.0295","","","0.6","0.145","",""
"08-11-2025 12:21","1754914863","","0.12","0.305","","","0.08","0.0355"
"08-11-2025 12:22","1754914922","0.0295","","0.305","0.6","0.145","",""
"08-11-2025 12:22","1754914923","","0.12","","","","0.08","0.0355"
"08-11-2025 12:23","1754914982","0.0295","0.12","0.305","","0.145","",""
"08-11-2025 12:23","1754914983","","","","0.595","","0.08","0.0355"
"08-11-2025 12:24","1754915041","","","","","0.145","",""
"08-11-2025 12:24","1754915042","","0.12","0.305","","","0.08","0.0355"
"08-11-2025 12:24","1754915043","0.0285","","","0.6","","",""
"08-11-2025 12:25","1754915103","0.0285","","","","0.145","",""
"08-11-2025 12:25","1754915104","","","0.305","","","",""
"08-11-2025 12:25","1754915108","","0.12","","","","",""
"08-11-2025 12:25","1754915109","","","","","","0.08",""
"08-11-2025 12:25","1754915110","","","","","","","0.0355"
"08-11-2025 12:25","1754915112","","","","0.6","","",""
"08-11-2025 12:26","1754915162","0.0285","","","0.6","0.145","0.08","0.0355"
"08-11-2025 12:26","1754915163","","0.125","0.305","","","",""
"08-11-2025 12:27","1754915222","0.0285","","0.305","0.6","0.145","",""
"08-11-2025 12:27","1754915223","","0.125","","","","0.08","0.0355"
"08-11-2025 12:28","1754915282","0.0285","","","0.6","0.145","",""
"08-11-2025 12:28","1754915283","","0.12","0.305","","","0.08","0.0355"
"08-11-2025 12:29","1754915341","0.0285","","","","0.145","",""
"08-11-2025 12:29","1754915342","","0.12","0.305","","","0.08","0.0355"
"08-11-2025 12:29","1754915343","","","","0.6","","",""
"08-11-2025 12:30","1754915402","0.029","","","","0.145","",""
"08-11-2025 12:30","1754915403","","","0.305","","","",""
"08-11-2025 12:30","1754915406","","0.115","","","","",""
"08-11-2025 12:30","1754915409","","","","","","0.08",""
"08-11-2025 12:30","1754915410","","","","","","","0.0355"
"08-11-2025 12:30","1754915413","","","","0.6","","",""
"08-11-2025 12:31","1754915462","","0.12","","0.595","","0.08","0.0355"
"08-11-2025 12:31","1754915463","0.029","","0.305","","0.145","",""
"08-11-2025 12:32","1754915522","0.029","","","0.58","","0.085","0.0365"
"08-11-2025 12:32","1754915523","","0.11","0.29","","0.145","",""
"08-11-2025 12:33","1754915582","0.0285","","0.31","0.605","0.145","",""
"08-11-2025 12:33","1754915583","","0.11","","","","0.08","0.0355"
"08-11-2025 12:34","1754915642","","0.12","0.31","","","0.08","0.0355"
"08-11-2025 12:34","1754915643","0.0285","","","0.6","0.145","",""
"08-11-2025 12:35","1754915702","0.0285","0.12","0.31","","0.145","",""
"08-11-2025 12:35","1754915703","","","","0.6","","0.08","0.0355"
"08-11-2025 12:36","1754915762","0.0285","0.11","0.305","","0.145","",""
"08-11-2025 12:36","1754915763","","","","0.595","","0.08","0.0355"
"08-11-2025 12:37","1754915822","","0.11","","0.585","","0.08","0.0355"
"08-11-2025 12:37","1754915823","0.0285","","0.295","","0.145","",""
"08-11-2025 12:38","1754915882","0.0285","","","0.575","0.145","0.085","0.0395"
"08-11-2025 12:38","1754915883","","0.115","0.295","","","",""
"08-11-2025 12:39","1754915941","","","","","","0.085",""
"08-11-2025 12:39","1754915942","0.0285","","","0.58","","","0.0395"
"08-11-2025 12:39","1754915943","","0.115","0.29","","0.145","",""
"08-11-2025 12:40","1754916002","","","","","","","0.0395"
"08-11-2025 12:40","1754916003","","","","0.57","","",""
"08-11-2025 12:40","1754916007","0.0285","","","","0.145","",""
"08-11-2025 12:40","1754916008","","","0.28","","","",""
"08-11-2025 12:40","1754916011","","0.11","","","","",""
"08-11-2025 12:40","1754916014","","","","","","0.085",""
"08-11-2025 12:41","1754916061","","","","","0.155","",""
"08-11-2025 12:41","1754916062","","0.11","0.28","","","0.09",""
"08-11-2025 12:41","1754916063","0.0285","","","0.57","","","0.0395"
"08-11-2025 12:42","1754916122","","","","0.57","","0.09","0.0365"
"08-11-2025 12:42","1754916123","0.0285","0.11","0.28","","0.155","",""
"08-11-2025 12:43","1754916182","","","","0.57","","0.085","0.0365"
"08-11-2025 12:43","1754916183","0.0285","0.11","0.285","","0.15","",""
"08-11-2025 12:44","1754916241","","0.105","","","","",""
"08-11-2025 12:44","1754916242","","","","0.565","","0.09","0.0395"
"08-11-2025 12:44","1754916243","0.028","","0.285","","0.155","",""
